A00,Холера
A00,"Холера, предизвикана от холерен вибрион 01, биовар cholerae"
A00,"Холера, предизвикана от холерен вибрион 01, биовар eltor"
A00,"Холера, неуточнена"
A01,Тиф и паратиф
A01,Коремен тиф
A01,Паратиф А
A01,Паратиф В
A01,Паратиф С
A01,"Паратиф, неуточнен"
A02,Други салмонелозни инфекции
A02,Салмонелозен ентерит
A02,Салмонелозна септицемия
A02,Локализирана салмонелозна инфекция
A02,Друга уточнена салмонелозна инфекция
A02,"Салмонелозна инфекция, неуточнена"
A03,Шигелоза
A03,"Шигелоза, предизвикана от Shigella dysenteriae"
A03,"Шигелоза, предизвикана от Shigella flexneri"
A03,"Шигелоза, предизвикана от Shigella boydii"
A03,"Шигелоза, предизвикана от Shigella sonnei"
A03,Друга шигелоза
A03,"Шигелоза, неуточнена"
A04,Други бактериални чревни инфекции
A04,"Ентеропатогенна инфекция, предизвикана от Escherichia coli"
A04,"Ентеротоксигенна инфекция, предизвикана от Escherichia coli"
A04,"Ентероинвазивна инфекция, предизвикана от Escherichia coli"
A04,"Ентерохеморагична инфекция, предизвикана от Escherichia coli"
A04,"Други чревни инфекции, предизвикани от Escherichia coli"
A04,"Ентерит, предизвикан от Campylobacter"
A04,"Ентерит, предизвикан от Yersinia enterocolitica"
A04,"Ентероколит, предизвикан от Clostridium difficile"
A04,Други уточнени бактериални чревни инфекции
A04,"Бактериална чревна инфекция, неуточнена"
A05,Други бактериални хранителни отравяния
A05,Стафилококово хранително отравяне
A05,Ботулизъм
A05,"Хранително отравяне, предизвикано от Clostridium perfringens [Clostridium welchii]"
A05,"Хранително отравяне, предизвикано от Vibrio parahaemolyticus"
A05,"Хранително отравяне, предизвикано от Bacillus cereus"
A05,Други уточнени бактериални хранителни отравяния
A05,"Бактериално хранително отравяне, неуточнено"
A06,Амебиаза
A06,Остра амебна дизентерия
A06,Хронична чревна амебиаза
A06,Амебен недизентериен колит
A06,Амебом на чревния тракт
A06,Амебен абсцес на черния дроб
A06,Амебен абсцес на белия дроб (J99.8*)
A06,Амебен абсцес на главния мозък (G07*)
A06,Кожна амебиаза
A06,Амебна инфекция с друга локализация
A06,"Амебиаза, неуточнена"
A07,Други протозойни чревни болести
A07,Балантидиаза
A07,Жиардиаза [ламблиаза]
A07,Криптоспоридиоза
A07,Изоспороза
A07,Други уточнени протозойни чревни болести
A07,"Протозойна чревна болест, неуточнена"
A08,Вирусни и други уточнени чревни инфекции
A08,Ротавирусен ентерит
A08,"Остра гастроентеропатия, предизвикана от Norwalk вирус"
A08,Аденовирусен ентерит
A08,Други вирусни ентерити
A08,"Вирусна чревна инфекция, неуточнена"
A08,Други уточнени чревни инфекции
A09,Диария и гастроентерит с предполагаем инфекциозен произход
A15,"Туберкулоза на дихателните органи,  потвърдена бактериологично  и хистологично"
A15,"Туберкулоза на белите дробове, потвърдена бактериоскопично с наличие или отсъствие на културелен растеж"
A15,"Туберкулоза на белите дробове, потвърдена само с културелен растеж"
A15,"Туберкулоза на белите дробове, потвърдена хистологично"
A15,"Туберкулоза на белите дробове, потвърдена с неуточнени методи"
A15,"Туберкулоза на интраторакалните лимфни възли, потвърдена бактериологично и хистологично"
A15,"Туберкулоза на ларинкса, трахеята и бронхите, потвърдена бактериологично и хистологично"
A15,"Туберкулозен плеврит, потвърден бактериологично и хистологично"
A15,"Първична туберкулоза на дихателните органи, потвърдена бактериологично и хистологично"
A15,"Туберкулоза на други дихателни органи, потвърдена бактериологично и хистологично"
A15,"Туберкулоза на дихателни органи с неуточнена локализация, потвърдена бактериологично и хистологично"
A16,"Туберкулоза на дихателните органи,  непотвърдена бактериологично  или хистологично"
A16,Туберкулоза на белите дробове с отрицателни бактериологични и хистологични изследвания
A16,Туберкулоза на белите дробове без провеждане на бактериологични и хистологични изследвания
A16,Туберкулоза на белите дробове без указание за бактериологично или хистологично потвърждаване
A16,"Туберкулоза на интраторакалните лимфни възли, без указание за бактериологично или хистологично потвърждаване"
A16,"Туберкулоза на ларинкса, трахеята и бронхите, без указание за бактериологично или хистологично потвърждаване"
A16,"Туберкулозен плеврит, без указание за бактериологично или хистологично потвърждаване"
A16,"Първична туберкулоза на дихателните органи, без указание за бактериологично или хистологично потвърждаване"
A16,"Туберкулоза на други дихателни органи, без указание за бактериологично или хистологично потвърждаване"
A16,"Туберкулоза на дихателните органи с неуточнена локализация, без указание за бактериологично или хистологично потвърждаване"
A17,Туберкулоза на нервната система
A17,Туберкулозен менингит (G01*)
A17,Менингеална туберкулома (G07*)
A17,Туберкулоза на нервната система с друга локализация
A17,"Туберкулоза на нервната система, неуточнена (G99.8*)"
A18,Туберкулоза на други органи
A18,Туберкулоза на костите и ставите
A18,Туберкулоза на пикочо-половите органи
A18,Туберкулозна периферна лимфоаденопатия
A18,"Туберкулоза на червата, перитонеума и мезентериалните лимфни възли"
A18,Туберкулоза на кожата и подкожната тъкан
A18,Туберкулоза на окото
A18,Туберкулоза на ухото
A18,Туберкулоза на надбъбреците (E35.1*)
A18,Туберкулоза на други уточнени органи
A19,Милиарна туберкулоза
A19,Остра милиарна туберкулоза с една уточнена локализация
A19,Остра милиарна туберкулоза с множествена локализация
A19,Остра милиарна туберкулоза с неуточнена локализация
A19,Други форми на милиарна туберкулоза
A19,Милиарна туберкулоза с неуточнена локализация
A20,Чума
A20,Бубонна чума
A20,Целуларно-кожна чума
A20,Белодробна чума
A20,Чумен менингит
A20,Септична чума
A20,Други форми на чума
A20,"Чума, неуточнена"
A21,Туларемия
A21,Улцеро-жлезна туларемия
A21,Очно-жлезна туларемия
A21,Белодробна туларемия
A21,Гастроинтестинална туларемия
A21,Генерализирана туларемия
A21,Други форми на туларемия
A21,"Туларемия, неуточнена"
A22,Антракс
A22,Кожна форма на антракс
A22,Белодробна форма на антракс
A22,Стомашно-чревна форма на антракс
A22,Септицемия при антракс
A22,Други форми на антракс
A22,"Антракс, неуточнен"
A23,Бруцелоза
A23,"Бруцелоза, предизвикана от Brucella melitensis"
A23,"Бруцелоза, предизвикана от Brucella abortus"
A23,"Бруцелоза, предизвикана от Brucella suis"
A23,"Бруцелоза, предизвикана от Brucella canis"
A23,Други форми на бруцелоза
A23,"Бруцелоза, неуточнена"
A24,Сап и мелиоидоза
A24,Сап
A24,Остра и фулминантна мелиоидоза
A24,Подостра и хронична мелиоидоза
A24,Друга уточнена мелиоидоза
A24,"Мелиоидоза, неуточнена"
A25,Треска при ухапване от плъх
A25,Спирилоза
A25,Стрептобацилоза
A25,"Треска при ухапване от плъх, неуточнена"
A26,Еризипелоид
A26,Кожен еризипелоид
A26,"Септицемия, предизвикана от Erysipelothrix"
A26,Други форми на еризипелоид
A26,"Еризипелоид, неуточнен"
A27,Лептоспироза
A27,Лептоспироза иктеро-хеморагична
A27,Други форми на лептоспироза
A27,"Лептоспироза, неуточнена"
A28,"Други бактериални зоонози,  некласифицирани другаде"
A28,Пастьорелоза
A28,Треска от одраскване от котка
A28,Екстраинтестинална иерсиниоза
A28,"Други уточнени бактериални зоонози, некласифицирани другаде"
A28,"Бактериални зоонози, неуточнени"
A30,Проказа [болест на Hansen]
A30,Недиференцирана проказа
A30,Туберкулоидна проказа
A30,Гранична туберкулоидна проказа
A30,Гранична проказа
A30,Гранична лепроматозна проказа
A30,Лепроматозна проказа
A30,Други форми на проказа
A30,"Проказа, неуточнена"
A31,"Инфекции, предизвикани от други  микобактерии"
A31,"Белодробна инфекция, предизвикана от Mycobacterium"
A31,"Кожна инфекция, предизвикана от Mycobacterium"
A31,"Други инфекции, предизвикани от Mycobacterium"
A31,"Инфекция, предизвикана от Mycobacterium, неуточнена"
A32,Листериоза
A32,Кожна листериоза
A32,Листериозен менингит и менингоенцефалит
A32,Листериозна септицемия
A32,Други форми на листериоза
A32,"Листериоза, неуточнена"
A33,Тетанус на новородено
A34,Акушерски тетанус
A35,Други форми на тетанус
A36,Дифтерия
A36,Дифтерия на фаринкса
A36,Назофарингеална дифтерия
A36,Ларингеална дифтерия
A36,Дифтерия на кожата
A36,Друга дифтерия
A36,"Дифтерия, неуточнена"
A37,Коклюш
A37,"Коклюш, предизвикан от Bordetella pertussis"
A37,"Коклюш, предизвикан от Bordetella parapertussis"
A37,"Коклюш, предизвикан от друга уточнена Bordetella"
A37,"Коклюш, неуточнен"
A38,Скарлатина
A39,Менингококова инфекция
A39,Менингококов менингит (G01*)
A39,Синдром на Weterhouse-Friderichsen (E35.1*)
A39,Остра менингококцемия
A39,Хронична менингококцемия
A39,"Менингококцемия, неуточнена"
A39,Менингококова болест на сърцето
A39,Други менингококови инфекции
A39,"Менингококова инфекция, неуточнена"
A40,Стрептококова септицемия
A40,"Септицемия, предизвикана от стрептокок група А"
A40,"Септицемия, предизвикана от стрептокок група В"
A40,"Септицемия, предизвикана от стрептокок група D"
